subject,body,category,subcategory
Conference room booking system access,"Request for new user account. Name: John Brown, Department: HR, Start Date: 2026-02-20. Please create with standard permissions.",ticket,request
Change: Security patch deployment,Configuration change request for File Server. Change window: 2026-02-22. Rollback procedure documented.,ticket,change
Document shared with you,Your document is ready. Reference number: REF271812. You can access it through your account dashboard.,non-ticket,notification
Underlying issue investigation,Chronic issue with load balancer. Performance degradation noticed over 3 days. Trend analysis shows memory leaks.,ticket,problem
Access Request - VPN,Can you please install Salesforce on my workstation? I need it for Project Gamma. Computer ID: PC-4731.,ticket,request
Login Verification Code,"Security Alert: Your verification code is 112851. If you did not request this code, please ignore this email.",non-ticket,otp
Conference room booking system access,Requesting permission to access \\share\Support\Projects. Business justification: required for job function. Manager approval attached.,ticket,request
File server inaccessible,Incident #: performance degradation - immediate attention required. Status: Critical. Multiple departments affected.,ticket,incident
990359 is your verification code,Your one-time password is: 990359. This code will expire in 8 minutes. Do not share this code with anyone.,non-ticket,otp
Your account will expire soon,Your statement is ready. Reference number: REF263058. You can access it through your account dashboard.,non-ticket,notification
Problem Investigation: timeout errors,"Root cause analysis request for timeout errors. Related incidents: INC62900, INC30374. Common factor: memory pressure. Investigation priority: High.",ticket,problem
System notification,This is a system-generated email regarding account activity. Please do not respond to this message. Contact support@service.com for support.,non-ticket,noreply
Your monthly roundup,Exclusive offer for our subscribers! Amazing deals on top brands. Limited time only. Click here to browse our collection.,non-ticket,marketing
VPN access request,Can you please install SAP on my workstation? I need it for Project Beta. Computer ID: PC-6603.,ticket,request
Document shared with you,Reminder: Approval Required is due on 2026-02-14. Please complete this action to avoid account suspension.,non-ticket,notification
Mobile device setup request,I need to reset my password for Email System. Username: user505. Please send reset link.,ticket,request
Change Request: configuration update,Requesting approval for configuration update. Environment: Production. Risk Level: High. Testing completed in QA.,ticket,change
Transaction completed,Your payment was successful. Transaction ID: TXN324753. This mailbox is not monitored. Please do not reply.,non-ticket,noreply
Multiple incidents related to database,Problem record created: Intermittent connectivity problems. Unable to reproduce consistently. Logs show after midnight. Need deep dive analysis.,ticket,problem
Exclusive Deal Just for You,"Newsletter: status update. This month features: Feature Article, Product Updates, Customer Stories. Read more on our website.",non-ticket,marketing
Your OTP Code,"Security Alert: Your verification code is 127126. If you did not request this code, please ignore this email.",non-ticket,otp
Your order has been confirmed,Your update was successful. Transaction ID: TXN523985. This mailbox is not monitored. Please do not reply.,non-ticket,noreply
Don't Miss Out: Special Bundle,New arrivals: selected categories. Be the first to shop our latest collection. Free shipping on orders over $126.,non-ticket,marketing
Need RCA for recurring outages,"Root cause analysis request for timeout errors. Related incidents: INC61321, INC54822. Common factor: high load. Investigation priority: High.",ticket,problem
Trend analysis request,We have observed a recurring pattern with timeout errors. This has occurred 41 times in the past 2 weeks. Root cause analysis needed.,ticket,problem
Server crash - DB-SERVER-02,Critical incident reported: email delivery. Service is currently down. Multiple users affected. Need urgent resolution.,ticket,incident
Security alert: New login detected,System maintenance is scheduled for 2026-02-14 from 2:00 AM to 3:00 AM. Services may be temporarily unavailable.,non-ticket,notification
Infrastructure change request,Infrastructure change needed: security patch. Business justification: required for job function. Implementation date: 2026-02-15.,ticket,change
Backup policy modification,"Change Request Details:
Change: configuration update
Scheduled Date: 2026-03-13
Downtime Expected: 4 hours
Backout Plan: Restore from backup
Approvals Required: Manager, CAB",ticket,change
Change: New feature deployment,Infrastructure change needed: application deployment. Business justification: team collaboration. Implementation date: 2026-03-09.,ticket,change
Problem record: critical issue,Chronic issue with database. Performance degradation noticed over month. Trend analysis shows decreasing performance.,ticket,problem
New email account setup,Can you please install Salesforce on my workstation? I need it for Project Delta. Computer ID: PC-7022.,ticket,request
Login failed for multiple users,The Salesforce has crashed. Error message: Access Denied. This is blocking payroll. High priority.,ticket,incident
